N° Projet;Montant Loyer;Durée;;Montant Financé
70258;300;5;5,805;5167,9587
70272;63;21;7,678;820,53
69878;32,25;21;5,814;554,7
73774;740,4;22;5,605512;13208,43
70404;NULL;NULL;NULL;NULL
68801;NULL;NULL;NULL;NULL
70788;NULL;NULL;NULL;NULL
70535;530,4;18;6,6082;8026,39
65188;540,99;21;5,91;9153,8071
70596;1050,47;21;5,629;18661,72
70603;463,6;21;5,7855;8013,17
70626;1574,43;21;5,629;27970,03
59830;NULL;NULL;NULL;NULL
70666;1242,52;21;5,67;21913,933
70678;154,33;20;6,636;2325,648
70693;221,08;21;6,24;3542,9487
70694;720,78;21;5,875;12268,5957
70831;935,5;22;5,404;17311,25
70878;938;21;5,8;16172,4138
70785;156,24;22;6;2604,08
71700;448,65;22;5,5615;8067,14
69855;507,54;22;5,5615;9125,96
72211;350;21;7,16;4888,2682
70959;NULL;NULL;NULL;NULL
70977;22;9;6,951;316,5012
71033;NULL;NULL;NULL;NULL
71042;617,7;19;6,362;9709,21
71046;NULL;NULL;NULL;NULL
71056;415,37;22;5,5615;7468,58
71058;865;21;6;14416,6667
71222;494,7;22;5,5615;8895,08
67765;510;NULL;5,997;8504,2521
67804;3315,79;22;5,404;61358,11
67815;3944,07;18;6,455;61101,02
67822;1020;NULL;5,88;17346,9388
67644;850;21;5,8;14655,1724
70240;247,5;16;7,678;3223,5
70317;765,55;21;5,79;13221,9344
70346;NULL;NULL;NULL;NULL
70207;148,49;22;6;2474,77
70413;228;21;5,7;4000
70282;3494,82;21;5,642;61942,928
70518;266,35;16;9,73;2737,4101
68795;370,53;21;6,028;6146,8149
70630;473,8;22;5,5615;8519,27
70314;990,68;22;5,404;18332,25
70634;282,26;22;5,5615;5075,21
70641;125;21;7,678;1628,0281
70752;576,42;22;5,4956;10488,67
70070;NULL;NULL;NULL;NULL
70806;288,24;22;5,5615;5182,77
70808;790,8;21;5,76;13729,1667
68846;NULL;NULL;NULL;NULL
64176;NULL;NULL;NULL;NULL
71015;1199,4;16;7,05;17012,766
63371;NULL;NULL;NULL;NULL
71101;402;NULL;5,817;6910,7788
72790;NULL;NULL;NULL;NULL
70840;NULL;NULL;NULL;NULL
71232;452,95;16;7,3165;6190,76
27964;NULL;NULL;NULL;NULL
71300;NULL;NULL;NULL;NULL
71337;455;NULL;5,8;7844,8276
67717;NULL;NULL;NULL;NULL
67302;279,76;22;5,5615;5030,39
67777;607,52;21;5,72;10621,06
67823;NULL;NULL;NULL;NULL
67555;4818,83;22;5,29999956;90921,24
62100;170,46;NULL;6,14;2776,2215
70202;800;21;5,79;13816,9257
67827;NULL;NULL;NULL;NULL
67800;113;4;26,9;420
67498;280;21;6,1;4590,1639
70156;NULL;NULL;NULL;NULL
70255;31,5;21;6,524;482,8326
70256;232,5;21;5,819;3995,53
71898;NULL;NULL;NULL;NULL
70276;NULL;NULL;NULL;NULL
70278;1860,6;22;5,51208;33754,93
70284;1027,34;20;5,99454;17137,96
70296;910,29;22;5,404;16844,74
70765;NULL;NULL;NULL;NULL
69757;NULL;NULL;NULL;NULL
70464;33,53;12;9,941;337,24
72566;85,08;20;6,64;1281,3253
70493;567;3;NULL;1701
70500;NULL;NULL;NULL;NULL
70508;NULL;NULL;NULL;NULL
70529;187,8;21;6,14;3058,6319
69736;250;20;5;5000
70246;NULL;NULL;NULL;NULL
70593;346,5;21;5,91;5862,9442
68855;438;13;8,833;4958,6777
70421;NULL;NULL;NULL;NULL
70679;290;21;5,9;4915,2542
70798;NULL;NULL;NULL;NULL
70702;587,4;21;5,72;10269,23
70710;453,05;12;NULL;5436,6
69539;370;21;6,5;5692,3077
70800;NULL;NULL;NULL;NULL
71071;830,65;13;8,8131;9425,2
71047;218,25;17;7,54;2894,56
71171;183,27;8;13,578;1349,757
70733;NULL;NULL;NULL;NULL
71273;2374,88;21;5,629;42190,02
67821;298;21;5,817;5122,9156
66997;318;20;6,055;5251,858
67825;92,1;21;6,224;1479,76
70212;172,5;63;5,8;2974,1379
69704;300,5;22;5,5615;5403,21
69009;NULL;NULL;NULL;NULL
70243;673;5;5,895;11416,4546
69954;NULL;NULL;NULL;NULL
70324;NULL;NULL;NULL;NULL
70350;250;21;6,1;4098,3607
70378;424,65;22;5,67273;7485,81
70382;309,1;22;5,5615;5557,94
70383;183;21;6,1;3000
69521;NULL;NULL;NULL;NULL
70458;252,75;21;6,224;4060,89
70482;33,3;12;9,941;334,98
71094;900,41;21;5,64;15964,7163
70526;69;21;6,6;1045,4545
70332;692,59;21;5,61;12345,6328
70549;NULL;NULL;NULL;NULL
70566;617,88;21;5,72;10802,1
29910;NULL;NULL;NULL;NULL
70447;110;21;6,433;1709,9332
70591;96;16;7,678;1250,3256
70594;973;21;5,654;17209,0555
70792;170,4;20;6,47;2633,69
70674;1268,76;22;5,404;23478,12
70236;423,84;21;5,8;7307,5862
61163;270;21;6,1;4426,2295
61183;279,8;21;6,1;4586,8852
61186;320;16;7,544;4241,7815
61194;132;21;6,2;2129,0323
61185;155;21;6,1;2540,9836
61161;NULL;NULL;NULL;NULL
61096;270;21;6,1;4426,2295
61217;NULL;NULL;NULL;NULL
61220;270;63;6,1;4426,2295
61225;NULL;NULL;NULL;NULL
61227;267;20;6,306;4234,0628
33341;NULL;NULL;NULL;NULL
61243;135,69;22;6,0000237699;2261,57
61246;NULL;NULL;NULL;NULL
60992;NULL;NULL;NULL;NULL
61249;320;21;5,817;5501,1174
61124;1001,54;8;13,6;7364,2647
61252;NULL;NULL;NULL;NULL
60598;NULL;NULL;NULL;NULL
61263;213;63;6,1;3491,8033
60323;NULL;NULL;NULL;NULL
61289;NULL;4;NULL;NULL
61296;543;21;5,755;9435,2737
60586;NULL;NULL;NULL;NULL
61299;489,6;22;5,5936729331;8752,75
61301;503;16;7,473;6730,8979
61302;130;21;6,47;2009,2736
61303;NULL;NULL;NULL;NULL
61304;149;21;6,1;2442,623
61307;315;21;5,654;5571,277
61309;315;21;5,654;5571,277
61310;268,05;22;5,4036854278;4960,5
61318;NULL;NULL;NULL;NULL
61003;NULL;NULL;NULL;NULL
60119;323,36;21;5,795;5579,9827
61326;201,33;22;6,0000237699;3355,49
61331;473;21;5,795;8162,2088
61337;122,4;21;6,433;1902,6893
60969;29,98;36;3,35;894,9254
61349;23,92;12;9,5432159903;250,7
61368;248,1;20;6,39;4694,88
61202;231;21;6,137;3764,0541
58495;NULL;NULL;NULL;NULL
61414;229,26;22;5,4036854278;4242,57
61415;168;21;6,137;2737,4939
61422;45;60;5,965;754,4007
61423;20361,64;48;6,8;299435,8824
67515;60,18;20;6,6;911,8182
59710;NULL;NULL;NULL;NULL
61261;1244;21;5,654;22002,1224
61365;92,92;21;6,433;1444,4272
61380;240;21;5,6289660179;4263,66
61426;652,5;20;5,8768227527;11102,96
61439;NULL;NULL;NULL;NULL
61445;280;20;6,004;4663,5576
61450;67,16;21;6,433;1043,9919
61150;346,8;21;6,162;5628,0428
58610;693;21;5,755;12041,7029
61451;NULL;NULL;NULL;NULL
61454;NULL;NULL;NULL;NULL
61466;NULL;NULL;NULL;NULL
61460;NULL;NULL;NULL;NULL
61467;135;20;6,636;2034,358
61500;242,55;21;5,6289660179;4308,97
58929;1538,7;21;5,642;27272,2439
61134;371,4;21;5,795;6408,9733
61402;1063,68;22;5,4036854278;19684,34
61478;NULL;NULL;NULL;NULL
60241;NULL;NULL;NULL;NULL
61480;33,52;12;9,3545580499;358,38
61483;NULL;NULL;NULL;NULL
61268;615;12;9,511;6466,197
61508;NULL;NULL;NULL;NULL
57961;470,5;21;5,755;8175,4996
59683;NULL;NULL;NULL;NULL
61514;NULL;22;NULL;NULL
61516;430,8;20;6,004;7175,2165
61527;390;22;5,5936729331;6972,16
61525;179,7;12;9,5432159903;1883
60888;7500;21;5,5;136363,6364
60895;105;21;5,8;1810,3448
60690;60;20;6,306;951,4748
61533;421,28;20;6,004;7016,6556
61353;152,4;22;5,4039907775;2820,14
61539;167,25;18;6,44;2597,0497
61542;4654,68;21;5,599;83134,1311
61544;NULL;NULL;NULL;NULL
61548;280,36;21;6,162;4549,8215
61550;135,72;16;7,3679941823;1842,02
61452;660;20;6,126;10773,7512
55319;NULL;NULL;NULL;NULL
67851;NULL;18;7,095;2443
67885;57;15;8,986;634,3201
67761;110,82;22;6;1847
70196;457,5;21;5,8;7887,931
67889;NULL;NULL;NULL;NULL
69516;NULL;NULL;NULL;NULL
67896;225;16;7,544;2982,5027
67910;150;60;6,71;2235,4694
70910;71,1;20;6,47;1098,92
67937;291;21;6,4;4546,875
67947;265,5;22;6;4425
67949;33,43;12;9,941;336,3
72755;90;12;10,13982;887,59
67957;162;21;6,4;2531,25
67963;NULL;NULL;NULL;NULL
67838;NULL;NULL;NULL;NULL
67968;47,7;21;6,47;741,5
67993;1972,47;21;5,629;35041,22
67980;763,86;15;7,986396;9564,51
67935;600;5;5,642;10634,5268
67914;560,7;5;5,62;9976,8683
67936;822,55;21;5,629;14612,66
68007;413,25;12;9,424;4385,0806
65975;NULL;NULL;NULL;NULL
68020;101,4;22;6;1690
68036;204;4;9,3;2193,5484
68037;NULL;NULL;NULL;NULL
68039;406,12;16;7,601;5342,9812
67427;126;21;6,47;1958,65
68044;589,5186;21;6;9825,31
68045;410;21;5,795;7075,0647
68050;661,45;20;5,979;11062,8868
68052;NULL;NULL;NULL;NULL
68054;150;21;6,1;2459,0164
67989;252;21;5,817;4332,13
67864;NULL;NULL;NULL;NULL
67870;244,38;16;7,678;3182,86
67871;432;21;5,755;7506,5161
67878;NULL;NULL;NULL;NULL
67879;691,47;21;5,76;12004,6875
67886;NULL;NULL;NULL;NULL
67902;NULL;NULL;NULL;NULL
67882;NULL;NULL;NULL;NULL
68216;214,5;22;6,12;3504,9
67634;49,11;22;6;818,5
68028;NULL;NULL;NULL;NULL
70854;499;60;1,98;25202,0202
68061;32,85;12;9,941;330,45
65765;NULL;NULL;NULL;NULL
68065;NULL;NULL;NULL;NULL
67772;NULL;NULL;NULL;NULL
69762;671,25;22;5,4956;12214,32
68078;727;16;7,5;9693,3333
68070;4890,52;21;5,629;86880,72
62041;247;12;10,034;2461,6305
68043;NULL;NULL;NULL;NULL
68108;179,27;21;6,224;2880,33
68107;297;21;5,795;5125,1079
67739;NULL;NULL;NULL;NULL
68117;1350;21;5,642;23927,6852
62518;1203,34;20;5,88;20464,966
68148;59,74;NULL;7,237;825,4802
66499;300;21;5,82;5157,3
68170;60;16;7,678;781,4535
68185;1201,02;21;5,691;21103,8482
68200;336,08;21;5,7;5896,18
68210;184,8;22;6,12;3019,61
68222;3699,7;22;5,51208;67119,84
66972;667,98;21;5,755;11606,9505
68239;489,4;21;5,785;8459,8099
68247;828;22;5,4;15333,3333
68259;120;21;6,433;1865,3816
68281;375;20;6,02;6229,2359
67990;NULL;NULL;NULL;NULL
71356;1573;5;5,825;27004,2918
67893;540,52;21;5,7855;9342,75
72451;184,35;22;6;3072,5
68431;182,4;21;5,85;3117,95
67905;542,4;21;5,5998;9686,06
67960;528,44;22;5,67273;9315,37
67996;NULL;NULL;NULL;NULL
68010;133;18;5,25;2533,3333
68103;4778;20;5,88;81258,5034
68255;118,79;20;6,47;1835,94
68287;172;12;10,188;1688,2607
68291;NULL;NULL;NULL;NULL
67817;NULL;NULL;NULL;NULL
68320;90;22;6;1500
68321;906,5;21;5,64;16072,695
68325;207,72;21;6,224;3337,4
68330;871,2;21;5,654;15408,5603
68339;NULL;NULL;NULL;NULL
68354;NULL;NULL;NULL;NULL
68346;962,36;20;5,88;16366,6667
67666;3522,73;48;7,1;49615,9155
68244;NULL;NULL;NULL;NULL
68381;383;21;5,91;6480,71
68387;1015,8;22;5,51208;18428,61
68433;294;11;10,84;2712,1771
68405;283,2;22;5,5615;5092,15
68407;267;21;6,224;4289,85
68408;NULL;NULL;NULL;NULL
68439;60,18;16;6,6;911,8182
68380;983,24;20;5,877;16730,23
68459;NULL;NULL;NULL;NULL
67945;4828;12;9,153;52747,733
67783;2423,69;22;5,404;44850,01
68017;320;NULL;6,004;5329,7801
68026;733,5;21;5,72;12823,43
66521;219;20;6,02;3637,8738
68040;208;20;6,02;3455,1495
64225;NULL;NULL;NULL;NULL
68051;1275;21;5,789;22024,5293
68064;74,7;20;6,47;1154,56
68068;NULL;NULL;NULL;NULL
68157;747;21;5,758;12973,2546
68333;582,35;21;5,72;10180,96
68234;278,31;22;5,5;5060,18
68457;NULL;NULL;NULL;12873,38
68303;577,84;48;7,223;8000
68305;NULL;NULL;NULL;NULL
68307;NULL;NULL;NULL;NULL
68308;NULL;NULL;NULL;NULL
68310;557,25;22;5,4956;10139,93
68355;62;16;8,12;763,5468
68464;866,4;22;5,2;16661,54
68390;338,98;21;7,166;4730,4
68468;450;21;6,966;6459,95
68470;NULL;NULL;NULL;NULL
67255;1841,98;21;5,629;32722,97
68279;NULL;NULL;NULL;NULL
67135;66,81;22;6;1113,5
68476;756;22;5,4956;13756,46
68477;NULL;NULL;NULL;NULL
67926;272,79;21;6,137;4445,0057
68481;80;21;6,713;1191,7176
68365;152,85;22;6;2547,5
68484;40;12;NULL;480
68353;82,5;22;6;1375
68487;NULL;NULL;NULL;NULL
68251;546,2;22;5,45;10022,01
68265;3541,27;16;7,238;48926,11
68489;NULL;NULL;NULL;NULL
68507;NULL;NULL;NULL;NULL
63034;2940;NULL;5,679;51769,6778
68576;1320,75;21;5,629;23463,33
65493;147;20;6,71;2190,7601
68588;450;21;5,9;7627,1186
68587;1999,89;22;5,19996;38459,66
68555;4292,46;22;5,404;79431,25
67253;230,02;21;5,75;4000,33
66354;NULL;NULL;NULL;NULL
68176;155;8;15,818;979,8963
68214;6656,02;21;5,58;119283,53
67929;NULL;NULL;NULL;NULL
68229;60;13;9,148;655,88
68159;NULL;NULL;NULL;NULL
68508;250;21;6,137;4073,6516
68379;396,76;22;5,67273;6994,09
68257;135;18;7,046;1915,98
68121;99,33;21;6,43;1544,79
68271;219;20;6,02;3637,8738
68263;NULL;NULL;NULL;NULL
73235;318;21;6,1;5213,12
68401;NULL;NULL;NULL;NULL
68415;398,28;20;6,004;6633,5776
68421;NULL;NULL;NULL;NULL
68199;861,56;22;5,404;15942,94
68512;370;21;5,817;6360,667
68514;NULL;NULL;NULL;NULL
68517;370;21;5,817;6360,667
68541;360;21;5,817;6061,27
68547;459,66;21;5,7855;7945,04
68548;224,4;5;6,1;3678,6885
68393;637,35;22;5,4956;11597,46
68557;NULL;NULL;NULL;NULL
68559;616,8;21;5,76;10708,3333
65531;NULL;NULL;NULL;NULL
68598;NULL;NULL;NULL;NULL
67803;NULL;NULL;NULL;NULL
68599;905,1;21;5,642;16042,1836
67732;0;36;NULL;NULL
68075;618;22;5,755;10738,4883
68115;242,43;5;6,1;3974,2623
68202;90,65;21;6,43;1409,7978
68207;140;NULL;6,4;2187,5
72297;473,88;21;5,909;8019,6311
68345;590;21;5,795;10181,1907
68411;78;21;6,433;1212,4981
64421;NULL;NULL;NULL;NULL
68474;NULL;NULL;NULL;NULL
68475;-11,05;12;14,49800001;-76,23
68455;257;12;7,93;3240,8575
68509;1296,06;21;5,74158;22573,23
68515;857,31;21;5,642;15195,1436
68519;810,91;21;5,72;14176,77
68546;430,9;21;5,78;7455,0173
68550;312;21;5,895;5292,6209
68583;NULL;NULL;NULL;NULL
68590;147;18;NULL;2378,64
68607;129;17;6,559;1966,7632
68592;NULL;NULL;NULL;NULL
68608;548,1;21;5,755;9523,8923
68500;NULL;NULL;NULL;NULL
68110;970,5;22;5,404;17958,92
68619;NULL;NULL;NULL;NULL
68626;NULL;NULL;NULL;NULL
68629;562,51;12;9,626;5843,6526
68631;299,5;21;5,817;5148,7021
67342;NULL;NULL;NULL;NULL
66611;NULL;NULL;NULL;NULL
68647;1194,9;22;5,404;22111,4
68360;3150;21;5,629;55960,2061
68646;94,38;21;6,5;1452
67587;NULL;NULL;NULL;NULL
68665;NULL;NULL;NULL;NULL
68220;979,5;21;5,654;17324,0184
67278;259,2;22;6;4320
67158;914,1;21;5,833;15671,1812
64126;NULL;NULL;NULL;NULL
67640;356,31;22;5,67273;6281,05
69426;39;21;6,43;606,5319
71503;789,75;21;5,629;14030,02
72148;987;21;5,642;17493,7965
67663;680;12;9,424;7215,6197
67682;266,93;16;7,54;3540,1857
72182;NULL;NULL;NULL;NULL
66788;NULL;NULL;NULL;NULL
67699;591,32;16;7,3165;8081,98
73795;53;20;6,02;880,3987
67701;NULL;NULL;NULL;NULL
67705;NULL;NULL;NULL;NULL
67686;55,99;22;6;933,1
67710;260,99;12;9,61;2715,8169
67712;229,2;22;6;3820
73798;NULL;21;NULL;NULL
67715;NULL;NULL;NULL;NULL
67690;NULL;NULL;NULL;NULL
64309;330;21;5,817;5673,0273
67737;69,53;12;9,941;699,38
67601;NULL;NULL;NULL;NULL
67757;600,9;21;5,755;10441,3553
67707;186,29;63;6,1;3053,9344
67808;96,6;16;7,678;1258,14
67752;60;13;9,33096;643,02
67753;454,2;21;5,76;7885,4167
67764;267,05;16;7,63;3500
67813;755,89;22;5,4956;13754,39
67770;72,73;21;6,471;1123,9376
67780;229;21;6,137;3731,4649
67782;132;12;9,916;1331,1819
67788;627,58;22;5,4956;11419,64
67790;129,4;20;6,47;2000,08
67828;NULL;NULL;NULL;NULL
68469;NULL;NULL;NULL;NULL
68483;168;21;6,435;2610,7226
68503;NULL;NULL;NULL;NULL
68522;NULL;NULL;NULL;400
68523;NULL;NULL;NULL;NULL
68528;418,33;21;5,62836;7432,49
68376;327,9;22;5,5615;5895,95
68551;483;21;5,758;8388,3293
68561;344,55;22;5,5615;6195,27
68581;151,5;20;6,47;2341,58
64540;10543,14;21;5,487;192147,6217
68316;NULL;NULL;NULL;NULL
68591;253,04;21;6,224;4065,47
68605;1420,3;22;5,404;26282,31
68610;1188,34;22;5,404;21989,92
68632;1378;21;5,82;24264,83
68634;NULL;NULL;NULL;NULL
68640;90;20;6,47;1391,04
68124;NULL;NULL;NULL;NULL
68644;NULL;NULL;NULL;NULL
68645;4047,8;18;6,44;62854,0373
68593;NULL;NULL;NULL;NULL
68659;370;21;5,817;6360,667
68683;3679,02;20;5,79;63540,9326
68687;599;16;7,266;8243,8756
68708;279;22;5,562;5016,1812
70722;81,82;21;5,8;1410,78
68755;116;21;6,43;1804,0435
68769;NULL;NULL;NULL;4750
67226;NULL;NULL;NULL;NULL
68808;75;21;6,224;1205,01
68269;NULL;NULL;NULL;NULL
68491;139,5;22;6;2325
68526;537;21;5,755;9331,0165
68106;1500;12;9,384;15984,6547
68586;129;21;6,471;1993,5095
68572;1612,7;22;5,404;29842,65
68606;331,34;20;6,153048;5384,89
68510;226,2;22;6;3770
71895;NULL;NULL;NULL;NULL
68694;255;5;6,14;4155,12
68745;NULL;NULL;NULL;NULL
72409;547,83;22;5,67273;9657,25
68831;155;21;5,795;2674,7196
66362;NULL;NULL;NULL;NULL
68806;295,5;21;5,629;5249,6
69207;387,75;12;9,73;3985,0976
68875;NULL;NULL;NULL;NULL
68876;1524,5;21;5,696;26764,3961
69082;560;NULL;5,496;10189,2285
68886;47,7;21;6,47;737,2488
68816;408;21;5,76;7083,3333
65253;NULL;NULL;NULL;NULL
68893;NULL;NULL;NULL;NULL
68242;306;21;5,82;5257,732
68663;1206,3;22;5,25;22977,12
68932;1110,9;22;5,404;20556,99
68941;432,84;21;5,817;7440,9489
68562;435;21;5,9;7372,8814
68613;1545,05;22;5,51208;28030,3
68262;318;21;6,2;5129,0323
68348;583;21;5,8;10051,7241
68972;NULL;NULL;NULL;NULL
68842;109,35;22;6;1822,5
68973;1072,38;22;5,404;19844,22
68987;235,83;21;6,1;3866,0656
68884;387;21;5,795;6678,1708
68505;NULL;NULL;NULL;NULL
67941;149,1;22;6;2485
68527;886,48;21;5,74158;15439,58
68537;NULL;NULL;NULL;NULL
68570;314,02;21;5,7855;5427,74
68579;NULL;NULL;NULL;NULL
68641;70,5;21;6,713;1050,2011
68651;2254,5;21;5,755;39174,6308
68682;540,41;21;5,7855;9340,71
64190;NULL;NULL;NULL;NULL
70370;246;22;6;4100
68733;6492,5;21;5,755;112814,9435
68737;350;21;6,1;5737,7049
13934;NULL;NULL;NULL;NULL
21222;NULL;NULL;NULL;NULL
68838;NULL;NULL;NULL;NULL
68843;511,2;20;5,87;8708,68
68857;NULL;NULL;NULL;NULL
68860;NULL;NULL;NULL;NULL
68901;2856,51;22;5,18;55145,01
68978;539,1;21;5,7855;9318,12
73061;326,8;21;5,8;5634,4828
69017;NULL;NULL;NULL;NULL
69022;198;21;6,2;3193,5484
61604;NULL;NULL;NULL;NULL
69028;394,21;21;5,7855;6813,78
70348;NULL;NULL;NULL;NULL
69043;492;21;5,755;8549,0877
66619;NULL;NULL;NULL;NULL
68797;280;21;6,177;4532,9448
69044;225,72;22;6;3761,92
67535;NULL;NULL;NULL;NULL
69059;425;21;5,755;7384,8827
69065;NULL;NULL;NULL;NULL
69168;NULL;NULL;NULL;NULL
69087;125,52;21;6,5;1931,0769
69093;47,7;21;6,47;741,49
69094;225;21;5,624;4000,7112
69095;280;21;5,642;4962,7792
69097;380;21;5,642;6735,2003
69099;NULL;NULL;NULL;NULL
69102;NULL;NULL;NULL;NULL
31121;NULL;NULL;NULL;NULL
69118;NULL;NULL;NULL;NULL
69092;NULL;NULL;NULL;NULL
67380;213;21;6,588;3233,1512
69171;NULL;NULL;NULL;NULL
68569;66,9;21;6,43;1040,4355
68577;207,9;22;6,12;3397,06
67585;490,95;21;5,758;8526,3981
68741;NULL;NULL;NULL;NULL
68664;128,66;21;6,433;2000
68770;50,66;18;7,046;718,92
68870;450;12;9,12;4934,21
68726;60;21;6,52;920,2454
68933;126;21;6,433;1958,6507
68946;808,15;22;5,4956;14705,4
70724;48;NULL;6,2;774,1935
67924;194,28;22;6;3238
68993;690;21;5,76;11979,1667
68937;6620;16;7,351;90055,7747
69053;90;21;6,43;1399,689
69131;323,52;22;5,5615;5817,14
69139;126,32;16;7,678;1645,15
69142;NULL;NULL;NULL;NULL
65744;199,53;12;NULL;2214
69154;NULL;NULL;NULL;NULL
69156;NULL;NULL;NULL;NULL
69162;431,55;22;5,5615;7759,6
69163;363;21;5,642;6433,8887
69167;NULL;NULL;NULL;NULL
69170;NULL;NULL;NULL;NULL
69173;1066,8;21;5,642;18908,1886
69174;440;21;5,9;7457,6271
69160;NULL;NULL;NULL;NULL
69158;NULL;NULL;NULL;NULL
68994;NULL;NULL;NULL;NULL
69105;NULL;NULL;NULL;NULL
69199;NULL;NULL;NULL;NULL
68158;NULL;NULL;NULL;NULL
69211;850,54;21;5,629;15109,89
69217;1461,6;21;5,74158;25456,38
69218;70,17;12;9,941;705,86
69222;2381;21;5,629;42298,8097
69223;NULL;NULL;NULL;NULL
69232;419,13;21;5,755;7282,8844
68596;621,62;22;5,4956;11311,27
68623;NULL;NULL;NULL;NULL
68627;NULL;NULL;NULL;NULL
67176;NULL;NULL;NULL;NULL
68506;NULL;NULL;NULL;NULL
68697;298,4;21;5,9;5049,24
68662;270;21;5,817;4641,5678
68709;638;21;5,895;10822,7311
68734;177,3;21;5,7;3110,53
69412;4718,5;21;5,64;83661,3475
20062;NULL;NULL;NULL;NULL
68835;NULL;NULL;NULL;NULL
68900;1757;4;25;7028
68912;NULL;NULL;NULL;NULL
68742;NULL;NULL;NULL;NULL
68740;NULL;NULL;NULL;NULL
68998;812,79;22;5,404;15040,52
69007;NULL;NULL;NULL;NULL
69020;336,01;21;5,7855;5807,79
68902;1072,8;22;5,404;19851,96
67679;1245;21;5,64;22074,4681
69210;3242,62;21;5,55;58425,5856
69201;NULL;NULL;NULL;NULL
69213;NULL;NULL;NULL;NULL
68899;3474,68;21;5,629;61728,13
69242;985,38;21;5,679;17351,2942
69243;956;20;5,877;16266,8028
68055;531;14;8,2588;6429,51
69249;574,8;22;5,4956;10459,28
69256;1652,24;21;5,654;29222,4973
69260;440;21;5,817;7564,0364
68033;NULL;NULL;NULL;NULL
67969;NULL;NULL;NULL;NULL
69248;480;6;17,5;2742,8571
68728;179;12;9,916;1804,44
69272;296,25;22;5,5615;5326,8
67216;586,29;22;5,4956;10668,35
69278;136,2;21;5,7;2389,4737
69279;192,48;22;6;3208
69257;160,5532;21;6,435;2494,9992
68597;NULL;NULL;NULL;NULL
68702;1051;21;5,64;18634,7518
68719;NULL;NULL;NULL;NULL
68274;1500;20;5,877;25523,2261
71653;361,5;15;7,68;4707,03
68869;1438;21;5,755;24986,9679
71657;NULL;NULL;NULL;NULL
68951;1904,55;16;7,17;26562,7615
68617;100,61;21;6,43;1564,6967
69003;111;18;6,9;1608,6957
69038;71,4;21;6,224;1147,17
68990;2100;20;5,894;35629,4537
69107;NULL;NULL;NULL;NULL
69114;547,98;21;5,895;9295,6743
68377;254,7;21;5,86;4346,4164
69246;153,11;21;6,1;2510
69252;1047,44;20;5,877;17822,63
64170;NULL;NULL;NULL;NULL
69271;245,58;21;6,224;3945,67
69290;236,16;22;6;3936
69296;6691,01;12;9,29;72023,8
69298;NULL;NULL;NULL;NULL
69309;NULL;NULL;NULL;NULL
69310;NULL;NULL;NULL;NULL
68915;2223,95;22;5,51208;40346,76
68790;1212,3;21;5,629;21536,69
69311;351,55;22;5,5615;6321,2
68151;1424,52;22;5,404;26360,47
69317;840,58;16;7,2537;11588,26
69318;843,06;22;5,51208;15294,77
69319;NULL;NULL;NULL;NULL
69323;NULL;NULL;NULL;NULL
69274;297;21;5,8;5120,6897
69327;224,8755;21;6,435;3494,5688
69344;NULL;NULL;NULL;NULL
68800;1018;21;5,64;18049,6454
69336;NULL;NULL;NULL;NULL
69364;66;21;6,43;1026,4386
68349;533,73;21;5,812;9183,2416
69381;351;21;5,795;6056,9456
71525;NULL;NULL;NULL;NULL
69391;NULL;NULL;NULL;NULL
69444;210;NULL;6,1;3442,623
69446;1590;21;5,64;28191,4894
69453;960,07;21;5,654;16980,3679
69459;727;21;6;12116,6667
69460;NULL;NULL;NULL;NULL
69489;86,27;20;6,636;1300,0301
69490;868;21;5,755;15082,5369
69498;277,5;22;5,508;5038,13
69499;NULL;NULL;NULL;NULL
30006;NULL;NULL;NULL;NULL
69507;84;21;6,224;1349,61
69515;770,18;21;5,72;13464,6
69531;593,05;21;5,72;10368,09
69532;1650;20;5,894;27994,5707
1088;NULL;NULL;NULL;NULL
69568;165;21;6,224;2651,03
69010;NULL;21;NULL;NULL
69611;340;21;5,91;5752,9611
69614;148,48;21;6,43;2309,1757
71671;91,8;16;7,678;1195,62
69633;2486;21;5,65;44000
69648;450;21;5,855;7685,7387
69610;1044;21;5,8;18000
69652;770,1;22;5,4956;14013,03
69662;297,5;21;5,7855;5142,16
69669;NULL;NULL;NULL;NULL
62911;NULL;NULL;NULL;NULL
69672;481,34;22;5,5615;8654,88
69671;351,48;20;6,06;5800
69670;441,62;20;6,06;7287,4587
69681;282;21;6,1;4622,9508
69699;NULL;NULL;NULL;NULL
69706;80;21;6,433;1243,5878
69710;523,85;21;5,65;9271,6814
69714;90;21;6,433;1399,0362
69476;NULL;NULL;NULL;NULL
57721;NULL;NULL;NULL;NULL
57732;NULL;NULL;NULL;NULL
57770;593;20;6,02;9850,4983
57813;NULL;NULL;NULL;NULL
57789;NULL;NULL;NULL;NULL
57831;NULL;NULL;NULL;NULL
57845;NULL;NULL;NULL;NULL
57847;1124,88;21;5,642;19937,6108
57855;397,5;16;7,05;5638,2979
57787;NULL;NULL;NULL;NULL
57861;NULL;NULL;NULL;NULL
58071;105,5;22;5,5936729331;1886,03
58084;765;21;5,642;13559,0216
58094;590;21;5,895;10008,4818
58074;NULL;NULL;NULL;NULL
58498;120;1;NULL;120
58141;667,92;16;7,1799990687;9302,51
58243;417;22;5,9;7067,7966
58214;NULL;NULL;NULL;NULL
