Contrat;Contrat Leaser;Affaire;Nature;Client;Leaser;EchÃ©ance Client < EchÃ©ance Leaser;EchÃ©ance client non facturÃ©e ;Facture Client < Facture leaser ;Facture Client impayÃ©e ;Facture Client < Loyer client;Duree;Montant;Echeance;Prochaine;Debut;Fin;Facture Materiel;Visa rentabilitÃ© Ã©chÃ©ance;RentabilitÃ© PrÃ©visionnelle;RentabilitÃ© Attendue;RentabilitÃ© RÃ©elle
2021433;245908-F0;002-77837;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;21;7067,43;399,31;01/07/2016;10/09/2015;31/12/2020;2339319;Non;759,19 â‚¬ / 10.74 %;706,74 â‚¬ / 10.00 %;232,59 â‚¬ / 3.29 %
4063139;247273-F0;004-77248;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;22;9628,7;535,5;01/07/2016;03/09/2015;31/03/2021;4944720;Non;1 497,73 â‚¬ / 15.55 %;1 155,44 â‚¬ / 12.00 %;-1 496,58 â‚¬ / -15.54 %
6605412;CTR-034480/0001;006-69464;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;21;5001;300;01/07/2016;23/07/2015;31/12/2020;6671959;Non;663,17 â‚¬ / 13.26 %;500,10 â‚¬ / 10.00 %;-237,87 â‚¬ / -4.76 %
2021442;248025-F0;002-77930;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Oui;Non;Non;Non;Non;66;11552,7;211,63;01/05/2016;27/07/2015;31/01/2021;2339530;Non;1 367,30 â‚¬ / 11.84 %;1 386,32 â‚¬ / 12.00 %;405,90 â‚¬ / 3.51 %
3076912;242829-F0;003-77569;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;22;4182;250,92;01/07/2016;24/07/2015;31/03/2021;3853856;Non;1 153,98 â‚¬ / 27.59 %;501,84 â‚¬ / 12.00 %;503,35 â‚¬ / 12.04 %
6605417;CTR-034479/0001;006-77494;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;20;1204;83,51;01/07/2016;27/07/2015;30/09/2020;6672026;Non;327,31 â‚¬ / 27.19 %;120,40 â‚¬ / 10.00 %;40,11 â‚¬ / 3.33 %
2021444;CTR-034567/0001;002-77728;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;20;2998;180;27/04/2016;27/07/2015;26/07/2020;2339558;Non;107,00 â‚¬ / 3.57 %;299,80 â‚¬ / 10.00 %;16,05 â‚¬ / 0.54 %
04062573-ADJ;257114-F0;004-77939;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Oui;Oui;Non;Non;Non;5;225,01;40;01/07/2016;01/10/2015;31/12/2016;4944556;Non;-263,35 â‚¬ / -117.04 %;22,50 â‚¬ / 10.00 %;-278,52 â‚¬ / -123.78 %
2021437;257136-F0;002-78629;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Oui;Oui;Non;Non;Non;12;333,33;20;01/05/2016;24/07/2015;31/07/2016;2339484;Non;699,65 â‚¬ / 209.90 %;33,33 â‚¬ / 10.00 %;-95,90 â‚¬ / -28.77 %
2021453;CTR-034482/0001;002-78227;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;21;2099,53;135;01/07/2016;28/07/2015;31/12/2020;2340468;Non;468,13 â‚¬ / 22.30 %;209,95 â‚¬ / 10.00 %;13,63 â‚¬ / 0.65 %
2021457;CTR-034481/0001;002-76928;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;21;710,56;47,7;01/07/2016;29/07/2015;31/12/2020;2340505;Non;201,60 â‚¬ / 28.37 %;71,06 â‚¬ / 10.00 %;57,24 â‚¬ / 8.06 %
4063151;CTR-034478/0001;004-77981;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;21;3036,63;189;01/07/2016;28/07/2015;31/12/2020;4945587;Non;596,82 â‚¬ / 19.65 %;303,66 â‚¬ / 10.00 %;58,26 â‚¬ / 1.92 %
4063154;247946-F0;004-78000;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;22;1185,38;71,12;01/07/2016;30/07/2015;31/03/2021;4945606;Non;357,23 â‚¬ / 30.14 %;142,25 â‚¬ / 12.00 %;-89,91 â‚¬ / -7.58 %
6605418;AS1609;006-77782;INTERNE;C'PRO Groupe;GE CAPITAL EQUIPEMENT FINANCE MANDATEE;Non;Oui;Non;Non;Non;20;13784,71;849;28/04/2016;28/07/2015;27/07/2020;6672389;Non;1 613,05 â‚¬ / 11.70 %;1 378,47 â‚¬ / 10.00 %;26,33 â‚¬ / 0.19 %
6605410;CTR-034566/0001;006-75728;INTERNE;C'PRO Groupe;ACECOM;Oui;Oui;Non;Non;Non;12;7164,41;698,26;01/05/2016;23/07/2015;31/07/2016;6671969;Non;483,20 â‚¬ / 6.74 %;716,44 â‚¬ / 10.00 %;-2 582,68 â‚¬ / -36.05 %
2021427;256724-F0;002-78478;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Non;Oui;Non;Non;Non;19;2787,35;186;01/07/2016;01/07/2015;31/03/2020;;Non;330,88 â‚¬ / 11.87 %;278,74 â‚¬ / 10.00 %;-96,75 â‚¬ / -3.47 %
2021470;CTR-034564/0001;002-78044;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;12;10593,13;993;01/07/2016;19/08/2015;30/09/2018;2340717;Non;704,62 â‚¬ / 6.65 %;1 271,18 â‚¬ / 12.00 %;3 028,87 â‚¬ / 28.59 %
2021475;X0133329;002-78696;INTERNE;C'PRO Groupe;BNP PARIBAS LEASE GROUP MANDATE;Non;Oui;Non;Non;Non;20;5985,68;361,08;01/07/2016;21/08/2015;30/09/2020;2340758;Non;645,16 â‚¬ / 10.78 %;718,28 â‚¬ / 12.00 %;294,10 â‚¬ / 4.91 %
4063163;CTR-034647/0001;004-78219;INTERNE;C'PRO Groupe;ACECOM;Oui;Oui;Non;Non;Non;12;1699,35;156;24/05/2016;24/08/2015;23/08/2018;4945776;Non;-5,64 â‚¬ / -0.33 %;169,94 â‚¬ / 10.00 %;-157,41 â‚¬ / -9.26 %
6605428;CTR-034560/0001;006-78093;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;12;978,07;99;01/07/2016;20/08/2015;30/09/2018;6672457;Non;152,48 â‚¬ / 15.59 %;97,81 â‚¬ / 10.00 %;-26,98 â‚¬ / -2.76 %
2021484;CTR-034561/0001;002-77427;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;21;4218,65;271,47;01/07/2016;21/08/2015;31/12/2020;2340820;Non;874,46 â‚¬ / 20.73 %;421,87 â‚¬ / 10.00 %;-42,85 â‚¬ / -1.02 %
2021480;CTR-034562/0001;002-74944;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;20;11540,39;690;01/07/2016;25/08/2015;30/09/2020;2340826;Non;660,70 â‚¬ / 5.73 %;1 154,04 â‚¬ / 10.00 %;330,63 â‚¬ / 2.86 %
2021492;249547-F0;002-78065;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;21;2574,59;157,05;01/07/2016;07/08/2015;31/12/2020;2340830;Non;620,60 â‚¬ / 24.10 %;257,46 â‚¬ / 10.00 %;53,94 â‚¬ / 2.10 %
4063171;261994-F0;004-75804;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Non;Oui;Non;Non;Non;21;2795,06;170,5;01/07/2016;25/08/2015;31/12/2020;4945827;Non;392,00 â‚¬ / 14.02 %;279,51 â‚¬ / 10.00 %;-369,34 â‚¬ / -13.21 %
2021501;CTR-034563/0001;002-76812;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;21;893,79;60;01/07/2016;31/07/2015;31/12/2020;2340881;Non;252,32 â‚¬ / 28.23 %;89,38 â‚¬ / 10.00 %;70,70 â‚¬ / 7.91 %
2021234;AP0269;002-77139;INTERNE;C'PRO Groupe;GE CAPITAL EQUIPEMENT FINANCE MANDATEE;Non;Oui;Non;Non;Non;21;180577,79;10078,41;01/07/2016;01/10/2015;31/12/2020;2340916;Non;11 618,70 â‚¬ / 6.43 %;21 669,33 â‚¬ / 12.00 %;-28 579,68 â‚¬ / -15.83 %
4063174;CTR-034648/0001;004-77926;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;20;7428,73;440;01/07/2016;26/08/2015;30/09/2020;4945865;Non;316,97 â‚¬ / 4.27 %;742,87 â‚¬ / 10.00 %;193,89 â‚¬ / 2.61 %
04061993-ADJ;262004-F0;004-77674;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Non;Oui;Non;Non;Non;8;2144,26;291,19;01/07/2016;31/07/2015;30/09/2017;;Non;264,05 â‚¬ / 12.31 %;214,43 â‚¬ / 10.00 %;-848,46 â‚¬ / -39.57 %
2021533;CTR-034559/0001;002-77380;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;20;40800,39;2457;28/05/2016;28/08/2015;27/08/2020;2341621;Non;1 603,40 â‚¬ / 3.93 %;4 080,04 â‚¬ / 10.00 %;240,51 â‚¬ / 0.59 %
4063197;CTR-034649/0001;004-76002;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;21;7633,59;450;01/07/2016;02/09/2015;31/12/2020;4946606;Non;639,34 â‚¬ / 8.38 %;763,36 â‚¬ / 10.00 %;212,92 â‚¬ / 2.79 %
4063198;246590-F0;004-77791;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;22;20493,15;1107,45;01/07/2016;23/07/2015;31/03/2021;4946616;Non;2 939,59 â‚¬ / 14.34 %;2 459,18 â‚¬ / 12.00 %;-2 308,65 â‚¬ / -11.27 %
02017980-ADJ14;262054-F0;002-77461;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Non;Oui;Non;Non;Non;21;5122,3;289;01/07/2016;19/08/2015;31/12/2020;;Non;181,29 â‚¬ / 3.54 %;512,23 â‚¬ / 10.00 %;-860,52 â‚¬ / -16.80 %
2021550;248156-F0;002-76549;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;12;5377,91;507,36;01/07/2016;03/09/2015;30/09/2018;2341869;Non;637,31 â‚¬ / 11.85 %;645,35 â‚¬ / 12.00 %;189,49 â‚¬ / 3.52 %
4063199;249556-F0;004-78155;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;21;5441,7;302,64;01/07/2016;03/09/2015;31/12/2020;4946626;Non;556,86 â‚¬ / 10.23 %;653,00 â‚¬ / 12.00 %;-227,33 â‚¬ / -4.18 %
3076967;253213-F0;003-74833;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;15;6743,42;512,5;01/07/2016;04/09/2015;30/06/2019;3855613;Non;711,26 â‚¬ / 10.55 %;674,34 â‚¬ / 10.00 %;-211,78 â‚¬ / -3.14 %
3076950;CTR-034847/0001;003-78592;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;21;30907,47;1737;01/07/2016;27/08/2015;31/12/2020;3854985;Non;866,64 â‚¬ / 2.80 %;3 090,75 â‚¬ / 10.00 %;32,82 â‚¬ / 0.11 %
2021572;CTR-034558/0001;002-78647;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;20;3903,65;235;08/06/2016;08/09/2015;07/09/2020;2342023;Non;151,80 â‚¬ / 3.89 %;390,37 â‚¬ / 10.00 %;22,77 â‚¬ / 0.58 %
;;002-78709;EXTERNE;;ACECOM;Oui;Non;Non;Non;Non;0;0;0;;07/04/2016;07/04/2016;;Non;-5 611,00 â‚¬ / 0.00 %;0,00 â‚¬ / 0.00 %;0,00 â‚¬ / 0.00 %
3076980;CTR-034762/0001;003-73177;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;21;89744,93;5051,74;01/07/2016;10/09/2015;31/12/2020;3855778;Non;2 018,69 â‚¬ / 2.25 %;10 769,39 â‚¬ / 12.00 %;4 955,59 â‚¬ / 5.52 %
4063228;X0137904;004-78835;INTERNE;C'PRO Groupe;BNP PARIBAS LEASE GROUP MANDATE;Non;Oui;Non;Non;Non;22;6513,57;362,25;01/07/2016;16/09/2015;31/03/2021;4946866;Non;601,59 â‚¬ / 9.24 %;781,63 â‚¬ / 12.00 %;89,20 â‚¬ / 1.37 %
4063244;246859-F0;004-77970;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Oui;Non;Non;Non;Non;21;22967,84;1269,68;01/07/2016;01/10/2015;31/12/2020;4947034;Non;-160 625,61 â‚¬ / -699.35 %;2 756,14 â‚¬ / 12.00 %;-22 921,78 â‚¬ / -99.80 %
6605459;CTR-034652/0001;006-77989;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;16;7025,29;525;01/07/2016;15/09/2015;30/09/2019;6672979;Non;519,62 â‚¬ / 7.40 %;702,53 â‚¬ / 10.00 %;-444,69 â‚¬ / -6.33 %
6605478;CTR-034680/0001;006-77001;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;12;3576,57;348;01/07/2016;01/10/2015;30/09/2018;6673108;Non;224,16 â‚¬ / 6.27 %;357,66 â‚¬ / 10.00 %;-639,96 â‚¬ / -17.89 %
4063257;X0142121;004-78907;INTERNE;C'PRO Groupe;BNP PARIBAS LEASE GROUP MANDATE;Non;Oui;Non;Non;Non;21;2302,52;136,8;01/07/2016;28/09/2015;31/12/2020;4947163;Non;231,28 â‚¬ / 10.04 %;230,25 â‚¬ / 10.00 %;81,70 â‚¬ / 3.55 %
2021632;X0141833;002-78137;INTERNE;C'PRO Groupe;BNP PARIBAS LEASE GROUP MANDATE;Non;Oui;Non;Non;Non;22;76280,09;4058,1;01/07/2016;01/10/2015;31/03/2021;234 259 002 347 775;Non;2 836,86 â‚¬ / 3.72 %;9 153,61 â‚¬ / 12.00 %;-7 313,40 â‚¬ / -9.59 %
2021627;CTR-034768/0001;002-77304;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;20;13710,36;808,5;01/07/2016;01/10/2015;30/09/2020;2343061;Non;196,00 â‚¬ / 1.43 %;1 371,04 â‚¬ / 10.00 %;-1 587,60 â‚¬ / -11.58 %
4063260;269756-F0;004-78930;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;21;5128,97;297,48;01/07/2016;29/09/2015;31/12/2020;4947183;Non;703,07 â‚¬ / 13.71 %;512,90 â‚¬ / 10.00 %;121,63 â‚¬ / 2.37 %
2021637;CTR-034824/0001;002-78594;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;21;2632,59;163,8;01/07/2016;24/09/2015;31/12/2020;2342478;Non;393,84 â‚¬ / 14.96 %;263,26 â‚¬ / 10.00 %;-58,32 â‚¬ / -2.22 %
2021636;CTR-034678/0001;002-78021;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;21;3170,16;204;01/07/2016;24/09/2015;31/12/2020;2342481;Non;581,68 â‚¬ / 18.35 %;317,02 â‚¬ / 10.00 %;96,40 â‚¬ / 3.04 %
2021633;CTR-034677/0001;002-78591;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;21;4435,73;294;01/07/2016;30/09/2015;31/12/2020;2343944;Non;975,08 â‚¬ / 21.98 %;443,57 â‚¬ / 10.00 %;-445,96 â‚¬ / -10.05 %
4063254;260071-F0;004-78863;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;21;891,6;55,5;01/07/2016;28/09/2015;31/12/2020;4947149;Non;227,17 â‚¬ / 25.48 %;89,16 â‚¬ / 10.00 %;-83,07 â‚¬ / -9.32 %
4063261;251719-F0;004-72854;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;21;44608,45;2533,76;01/07/2016;04/10/2015;31/03/2021;4947548;Non;7 258,49 â‚¬ / 16.27 %;4 460,85 â‚¬ / 10.00 %;-2 126,00 â‚¬ / -4.77 %
4063262;260571-F0;004-78887;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;22;3338;200,28;01/07/2016;30/09/2015;31/03/2021;4947947;Non;806,39 â‚¬ / 24.16 %;400,56 â‚¬ / 12.00 %;84,14 â‚¬ / 2.52 %
3077003;272320-F0;004-78895;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Non;Oui;Non;Non;Non;16;8560,03;601;01/07/2016;18/09/2015;30/09/2019;4948123;Non;493,30 â‚¬ / 5.76 %;856,00 â‚¬ / 10.00 %;-1 124,69 â‚¬ / -13.14 %
4063263;X0150352;004-71632;INTERNE;C'PRO Groupe;BNP PARIBAS LEASE GROUP MANDATE;Non;Oui;Non;Non;Non;21;14361,8;815,75;01/07/2016;30/09/2015;31/12/2020;4948207;Non;783,37 â‚¬ / 5.45 %;1 436,18 â‚¬ / 10.00 %;164,21 â‚¬ / 1.14 %
6605479;CTR-034759/0001;006-75460;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;22;2949,15;174;01/07/2016;30/09/2015;31/03/2021;6674182;Non;348,61 â‚¬ / 11.82 %;294,92 â‚¬ / 10.00 %;-300,72 â‚¬ / -10.20 %
6605483;CTR-034760/0001;006-79093;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;21;5036,99;303,63;01/07/2016;30/09/2015;31/12/2020;6674184;Non;472,23 â‚¬ / 9.38 %;503,70 â‚¬ / 10.00 %;70,29 â‚¬ / 1.40 %
2021649;272177-F0;002-79089;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Non;Oui;Non;Non;Non;12;7451,61;693;01/07/2016;01/10/2015;30/09/2018;2343069;Non;215,41 â‚¬ / 2.89 %;745,16 â‚¬ / 10.00 %;-1 332,36 â‚¬ / -17.88 %
2021645;262057-F0;002-78358;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;21;7760,42;447;01/07/2016;01/10/2015;31/12/2020;2345017;Non;973,38 â‚¬ / 12.54 %;776,04 â‚¬ / 10.00 %;-299,03 â‚¬ / -3.85 %
2021644;272307-F0;002-78650;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Non;Oui;Non;Non;Non;20;10433,18;622,59;01/07/2016;01/10/2015;30/09/2020;2345019;Non;1 026,05 â‚¬ / 9.83 %;1 251,98 â‚¬ / 12.00 %;-429,51 â‚¬ / -4.12 %
2021646;261632-F0;002-78440;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;13;2274,6;208,08;01/07/2016;01/10/2015;31/12/2018;2345027;Non;341,20 â‚¬ / 15.00 %;227,46 â‚¬ / 10.00 %;-123,05 â‚¬ / -5.41 %
2021653;AS4774;002-77506;INTERNE;C'PRO Groupe;GE CAPITAL EQUIPEMENT FINANCE MANDATEE;Non;Oui;Non;Non;Non;21;18627,09;1041,25;01/07/2016;01/10/2015;31/12/2020;2345032;Non;1 198,08 â‚¬ / 6.43 %;2 235,25 â‚¬ / 12.00 %;-861,14 â‚¬ / -4.62 %
3077006;AV3978;003-79188;INTERNE;C'PRO Groupe;GE CAPITAL EQUIPEMENT FINANCE MANDATEE;Non;Oui;Non;Non;Non;16;9571,76;714,32;01/07/2016;02/10/2015;31/12/2019;3858325;Non;1 544,69 â‚¬ / 16.14 %;1 148,61 â‚¬ / 12.00 %;-585,56 â‚¬ / -6.12 %
2021660;CTR-034936/0001;002-78526;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;21;101484,79;5673;01/07/2016;13/10/2015;31/03/2021;2342561;Non;5 048,12 â‚¬ / 4.97 %;10 148,48 â‚¬ / 10.00 %;-6 402,00 â‚¬ / -6.31 %
2021673;CTR-034940/0001;002-79334;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;9;2810,06;399;01/07/2016;06/10/2015;31/03/2018;2345604;Non;839,38 â‚¬ / 29.87 %;281,01 â‚¬ / 10.00 %;-296,32 â‚¬ / -10.54 %
2021674;CTR-034937/0001;002-78058;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;21;710,56;47,7;01/07/2016;08/10/2015;31/03/2021;2345718;Non;212,49 â‚¬ / 29.90 %;71,06 â‚¬ / 10.00 %;16,04 â‚¬ / 2.26 %
3077004;272271-F0;004-78903;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Non;Oui;Non;Non;Non;16;10141,01;712;01/07/2016;18/09/2015;30/09/2019;4949295;Non;589,78 â‚¬ / 5.82 %;1 014,10 â‚¬ / 10.00 %;-620,44 â‚¬ / -6.12 %
2021683;CTR-034766/0001;004-78789;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;16;50668,97;4053,84;01/07/2016;16/09/2015;30/09/2019;4949685;Non;7 953,31 â‚¬ / 15.70 %;5 066,90 â‚¬ / 10.00 %;-6 961,19 â‚¬ / -13.74 %
2021696;277817-F0;002-79148;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Non;Oui;Non;Non;Non;21;724,05;45;01/07/2016;09/10/2015;31/03/2021;2345755;Non;164,37 â‚¬ / 22.70 %;86,89 â‚¬ / 12.00 %;-5,01 â‚¬ / -0.69 %
2021685;270725-F0;002-79958;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;20;2203,56;142,35;01/07/2016;09/10/2015;31/12/2020;2345762;Non;622,61 â‚¬ / 28.25 %;264,43 â‚¬ / 12.00 %;-73,44 â‚¬ / -3.33 %
2021697;276463-F0;002-79162;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Non;Oui;Non;Non;Non;21;724,05;45;01/07/2016;09/10/2015;31/03/2021;2345782;Non;164,37 â‚¬ / 22.70 %;86,89 â‚¬ / 12.00 %;-5,01 â‚¬ / -0.69 %
4063287;276553-F0;004-77505;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Non;Oui;Non;Non;Non;16;1425,54;100,5;01/07/2016;05/10/2015;31/12/2019;4949712;Non;103,86 â‚¬ / 7.29 %;142,55 â‚¬ / 10.00 %;-104,01 â‚¬ / -7.30 %
2021515;254815-F0;002-79426;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;21;4647,54;283,5;01/07/2016;27/08/2015;31/12/2020;;Non;1 034,61 â‚¬ / 22.26 %;464,75 â‚¬ / 10.00 %;-142,19 â‚¬ / -3.06 %
2021648;273124-F0;002-75210;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;20;2018,73;130,41;01/07/2016;01/10/2015;30/09/2020;;Non;450,65 â‚¬ / 22.32 %;242,25 â‚¬ / 12.00 %;-171,52 â‚¬ / -8.50 %
2021663;263314-F0;002-77830;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;21;3934,43;240;01/07/2016;01/10/2015;31/12/2020;2345044;Non;789,21 â‚¬ / 20.06 %;393,44 â‚¬ / 10.00 %;-118,34 â‚¬ / -3.01 %
2021702;264994-F0;002-78423;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;21;14039,97;790,31;01/07/2016;12/12/2015;31/03/2021;2345869;Non;1 554,90 â‚¬ / 11.07 %;1 404,00 â‚¬ / 10.00 %;-452,60 â‚¬ / -3.22 %
2021699;276593-F0;002-79578;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Oui;Non;Non;Non;Non;20;3267,86;183;01/07/2016;12/10/2015;31/12/2020;2345884;Non;31,17 â‚¬ / 0.95 %;326,79 â‚¬ / 10.00 %;-196,08 â‚¬ / -6.00 %
2021698;CTR-034938/0001;002-79576;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;14;10682,58;919,45;01/07/2016;12/10/2015;30/06/2019;2345887;Non;1 720,36 â‚¬ / 16.10 %;1 068,26 â‚¬ / 10.00 %;-89,74 â‚¬ / -0.84 %
6605499;CTR-034939/0001;006-79504;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;12;1200,36;121,5;01/07/2016;05/10/2015;31/12/2018;6674434;Non;247,98 â‚¬ / 20.66 %;120,04 â‚¬ / 10.00 %;138,18 â‚¬ / 11.51 %
2021654;AV2136;002-78657;INTERNE;C'PRO Groupe;GE CAPITAL EQUIPEMENT FINANCE MANDATEE;Non;Oui;Non;Non;Non;21;1541,21;99,1;01/07/2016;01/10/2015;31/12/2020;;Non;258,54 â‚¬ / 16.78 %;154,12 â‚¬ / 10.00 %;-264,63 â‚¬ / -17.17 %
2021655;266584-F0;002-79726;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;4;1094,34;290;01/07/2016;01/10/2015;30/09/2016;;Non;81,37 â‚¬ / 7.44 %;109,43 â‚¬ / 10.00 %;-831,36 â‚¬ / -75.97 %
2021722;CTR-034933/0001;002-77379;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;20;4356,4;290,18;13/04/2016;13/10/2015;12/10/2020;2345947;Non;728,00 â‚¬ / 16.71 %;435,64 â‚¬ / 10.00 %;72,80 â‚¬ / 1.67 %
3077026;263296-F0;003-79121;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;21;58093,09;3270,06;01/07/2016;01/01/2016;31/03/2021;3858723;Non;5 629,50 â‚¬ / 9.69 %;6 971,17 â‚¬ / 12.00 %;-6 006,82 â‚¬ / -10.34 %
2021739;CTR-034931/0001;002-79340;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;21;5517,24;320;01/07/2016;19/10/2015;31/03/2021;2346155;Non;506,87 â‚¬ / 9.19 %;551,72 â‚¬ / 10.00 %;281,15 â‚¬ / 5.10 %
4063309;CTR-034932/0001;004-79193;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;21;4053,28;247,25;01/07/2016;15/10/2015;31/03/2021;4949845;Non;648,32 â‚¬ / 15.99 %;405,33 â‚¬ / 10.00 %;4,16 â‚¬ / 0.10 %
4063310;267871-F0;003-79650;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;21;4081,97;249;01/07/2016;19/10/2015;31/03/2021;4949872;Non;1 027,29 â‚¬ / 25.17 %;408,20 â‚¬ / 10.00 %;-187,50 â‚¬ / -4.59 %
2021748;CTR-035126/0001;002-78062;INTERNE;C'PRO Groupe;ACECOM;Non;Oui;Non;Non;Non;20;14968,98;883,17;01/07/2016;11/12/2015;31/12/2020;2346193;Non;424,59 â‚¬ / 2.84 %;1 496,90 â‚¬ / 10.00 %;223,89 â‚¬ / 1.50 %
4063311;268217-F0;004-79206;INTERNE;C'PRO Groupe;LIXXBAIL MANDATE;Non;Oui;Non;Non;Non;22;25747,61;1399,13;01/07/2016;19/12/2015;30/06/2021;4949880;Non;3 054,24 â‚¬ / 11.86 %;3 089,71 â‚¬ / 12.00 %;51,94 â‚¬ / 0.20 %
02020453-ADJ;276573-F0;002-79577;INTERNE;C'PRO Groupe;LIXXBAIL ADOSSE;Oui;Oui;Non;Non;Non;20;3267,86;183;01/07/2016;22/10/2015;31/12/2020;;Non;11,28 â‚¬ / 0.35 %;326,79 â‚¬ / 10.00 %;-379,08 â‚¬ / -11.60 %
